0.000000000000000000e+00,0.000000000000000000e+00
4.166666666666666609e-03,0.000000000000000000e+00
8.333333333333333218e-03,0.000000000000000000e+00
1.250000000000000069e-02,-2.823443157514334424e-23
1.666666666666666644e-02,-4.113574963531155633e-07
2.083333333333333218e-02,-1.722081829263780290e-06
2.500000000000000139e-02,-4.415617307226510918e-06
2.916666666666666713e-02,-8.959636343439996307e-06
3.333333333333333287e-02,-1.580613098273374409e-05
3.749999999999999861e-02,-2.539233873772039240e-05
4.166666666666666435e-02,-3.814133251011322690e-05
4.583333333333333010e-02,-5.446235039686899879e-05
5.000000000000000278e-02,-7.475098821108484923e-05
5.416666666666666852e-02,-9.938932188141208816e-05
5.833333333333333426e-02,-1.287459921783566056e-04
6.250000000000000000e-02,-1.631762677454168318e-04
6.666666666666666574e-02,-2.030220949769332415e-04
7.083333333333333148e-02,-2.486121398686560969e-04
7.499999999999999722e-02,-3.002618253038800500e-04
7.916666666666666297e-02,-3.582733663467284422e-04
8.333333333333332871e-02,-4.229358055727490124e-04
8.749999999999999445e-02,-4.945250500917436863e-04
9.166666666666666019e-02,-5.733039116263970343e-04
9.583333333333332593e-02,-6.595221507628701296e-04
1.000000000000000056e-01,-7.534165262621770904e-04
1.041666666666666713e-01,-8.552108500933082664e-04
1.083333333333333370e-01,-9.651160486022848694e-04
1.125000000000000028e-01,-1.083330229986684181e-03
1.166666666666666685e-01,-1.210038758240425394e-03
1.208333333333333343e-01,-1.345414334730854434e-03
1.250000000000000000e-01,-1.489617090709357498e-03
1.291666666666666519e-01,-1.642794692977345150e-03
1.333333333333333315e-01,-1.805082458677373597e-03
1.375000000000000111e-01,-1.976603474644988197e-03
1.416666666666666630e-01,-2.157468721953421150e-03
1.458333333333333426e-01,-2.347777207628664806e-03
1.499999999999999944e-01,-2.547616104259333315e-03
1.541666666666666741e-01,-2.757060897426685461e-03
1.583333333333333259e-01,-2.976175540663294258e-03
1.625000000000000056e-01,-3.205012617623262568e-03
1.666666666666666574e-01,-3.443613511154746884e-03
1.708333333333333370e-01,-3.692008578971779035e-03
1.749999999999999889e-01,-3.950217335623787233e-03
1.791666666666666685e-01,-4.218248640459895150e-03
1.833333333333333204e-01,-4.496100891282898450e-03
1.875000000000000000e-01,-4.783762223385896149e-03
1.916666666666666519e-01,-5.081210713663371521e-03
1.958333333333333315e-01,-5.388414589488308218e-03
2.000000000000000111e-01,-5.705332442047750426e-03
2.041666666666666630e-01,-6.031913443830977037e-03
2.083333333333333426e-01,-6.368097569967120022e-03
2.124999999999999944e-01,-6.713815823112501482e-03
2.166666666666666741e-01,-7.068990461592090761e-03
2.208333333333333259e-01,-7.433535230504184979e-03
2.250000000000000056e-01,-7.807355595502625707e-03
2.291666666666666574e-01,-8.190348978976462468e-03
2.333333333333333370e-01,-8.582404998352903894e-03
2.374999999999999889e-01,-8.983405706255600739e-03
2.416666666666666685e-01,-9.393225832256676608e-03
2.458333333333333204e-01,-9.811733025967469060e-03
2.500000000000000000e-01,-1.023878810121956438e-02
2.541666666666666519e-01,-1.067424528109441398e-02
2.583333333333333037e-01,-1.111795244356650510e-02
2.625000000000000111e-01,-1.156975136753179458e-02
2.666666666666666630e-01,-1.202947797899978771e-02
2.708333333333333148e-01,-1.249696259723426239e-02
2.750000000000000222e-01,-1.297203018063424092e-02
2.791666666666666741e-01,-1.345450057215326865e-02
2.833333333333333259e-01,-1.394418874406149964e-02
2.874999999999999778e-01,-1.444090504186138976e-02
2.916666666666666852e-01,-1.494445542717401029e-02
2.958333333333333370e-01,-1.545464171941912483e-02
2.999999999999999889e-01,-1.597126183611817518e-02
3.041666666666666408e-01,-1.649411003165521250e-02
3.083333333333333481e-01,-1.702297713433663026e-02
3.125000000000000000e-01,-1.755765078159623668e-02
3.166666666666666519e-01,-1.809791565319776238e-02
3.208333333333333037e-01,-1.864355370229243969e-02
3.250000000000000111e-01,-1.919434438419461569e-02
3.291666666666666630e-01,-1.975006488274368144e-02
