,0,1,2
0,-0.2598076211353316,-0.4499999999999999,1.09967361650747
1,-0.2598076211353316,-0.4499999999999999,1.0995299441650153
2,-0.2598076211353316,-0.4499999999999999,1.0993978017101655
3,-0.25980762010353,-0.45000000171380233,1.0992763699001251
4,-0.2598076158492928,-0.45000000888628383,1.099164911978631
5,-0.259807605031078,-0.4500000272717938,1.0990627452331827
6,-0.2598075831855368,-0.45000006456554986,1.0989692332227543
7,-0.2598075447594022,-0.4500001303355272,1.0988837819596895
8,-0.2598074831414988,-0.4500002359584024,1.0988058369712503
9,-0.25980739069453945,-0.45000039455811514,1.0987348806674837
10,-0.2598072587866993,-0.4500006209459237,1.0986704299018166
11,-0.25980707782299994,-0.4500009315613578,1.0986120336953091
12,-0.2598068372765413,-0.45000134441376743,1.0985592711111518
13,-0.2598065257196183,-0.45000187902430794,1.0985117492692038
14,-0.2598061308547496,-0.450002556368268,1.0984691014913535
15,-0.2598056395456404,-0.450003398817689,1.098430985569108
16,-0.25980503784809506,-0.4500044300842391,1.0983970821453723
17,-0.2598043110408871,-0.4500056751623221,1.098367093202892
18,-0.25980344365659125,-0.4500071602724161,1.0983407406523316
19,-0.2598024195123761,-0.4500089128046352,1.0983177650134224
20,-0.2598012217407528,-0.45001096126252654,1.098297924183045
21,-0.25979983282027186,-0.4500133352071093,1.0982809922845171
22,-0.25979823460615725,-0.45001606520117565,1.098266758592738
23,-0.2597964083608655,-0.45001918275387176,1.0982550265301927
24,-0.25979433478455516,-0.4500227202655832,1.0982456127291509
25,-0.2597919940454515,-0.45002671097314834,1.0982383461556964
26,-0.2597893658100906,-0.45003118889542526,1.0982330672915228
27,-0.25978642927342693,-0.45003618877923945,1.0982296273696788
28,-0.259783163188786,-0.4500417460457408,1.0982278876607094
29,-0.2597795458976334,-0.4500478967372173,1.0982277188058687
30,-0.25977555535913094,-0.45005467746441663,1.098229000194335
31,-0.25977116917945414,-0.4500621253544141,1.0982316193815655
32,-0.25976636464086184,-0.4500702779990444,1.0982354715460982
33,-0.25976111873050384,-0.4500791734039178,1.0982404589822503
34,-0.25975540816894904,-0.4500888499380504,1.0982464906263507
35,-0.2597492094384146,-0.4500993462841389,1.0982534816142795
36,-0.25974249881067646,-0.45011070138951353,1.0982613528682643
37,-0.25973525237464246,-0.4501229544177964,1.0982700307110027
38,-0.25972744606357046,-0.45013614470129737,1.0982794465053205
39,-0.25971905568191395,-0.45015031169417263,1.0982895363176803
40,-0.2597100569317779,-0.4501654949263739,1.098300240603984
41,-0.2597004254389708,-0.4501817339584121,1.098311503916191
42,-0.25969013677863606,-0.45019906833696033,1.0983232746284004
43,-0.2596791665004491,-0.45021753755131794,1.0983355046811016
44,-0.2596674901533663,-0.45023718099075727,1.0983481493424128
45,-0.2596550833099138,-0.450258037902773,1.0983611669851812
46,-0.2596419215900024,-0.4502801473522523,1.0983745188789071
47,-0.259627980684258,-0.4503035481815834,1.0983881689955155
48,-0.2596132363768576,-0.4503282789717195,1.098402083828061
49,-0.25959766456785915,-0.4503543780042104,1.0984162322215187
50,-0.25958124129501736,-0.45038188322421857,1.0984305852148644
51,-0.2595639427550766,-0.4504108322045292,1.0984451158936963
52,-0.2595457453245327,-0.4504412621105666,1.0984597992527074
53,-0.2595266255798566,-0.4504732096664276,1.098474612067358
54,-0.2595065603171739,-0.4505067111219375,1.098489532774138
55,-0.2594855265713931,-0.45054180222074114,1.0985045413588557
56,-0.25946350163477927,-0.45057851816943045,1.0985196192524171
57,-0.2594404630749667,-0.45061689360771734,1.0985347492336068
58,-0.2594163887524078,-0.4506569625796547,1.098549915338399
59,-0.25939125683725445,-0.45069875850590874,1.0985651027753722
60,-0.2593650458256688,-0.4507423141570861,1.098580297846818
61,-0.2593377345555617,-0.4507876616281151,1.0985954878751667
62,-0.25930930222175747,-0.450834832313684,1.098610661134378
63,-0.259279728390582,-0.45088385688473254,1.0986258067859616
64,-0.25924899301387666,-0.4509347652659988,1.0986409148193244
65,-0.25921707644243486,-0.45098758661461547,1.0986559759961483
66,-0.25918395943886363,-0.4510423492997558,1.0986709817985347
67,-0.2591496231898702,-0.45109908088332246,1.098685924380662
68,-0.2591140493179755,-0.4511578081016764,1.0987007965237152
69,-0.25907721989265514,-0.4512185568483988,1.0987155915938749
70,-0.25903911744091207,-0.4512813521580812,1.098730303503154
71,-0.2589997249572813,-0.45134621819113624,1.0987449266728924
72,-0.2589590259132714,-0.4514131782196208,1.0987594559997276
73,-0.2589170042662456,-0.4514822546140644,1.0987738868238752
74,-0.258873644467745,-0.4515534688312932,1.0987882148995616
75,-0.2588289314712616,-0.45162684140324016,1.0988024363674629
76,-0.2587828507394605,-0.45170239192673206,1.0988165477290095
77,-0.25873538825086134,-0.4517801390542412,1.0988305458224357
78,-0.25868653050597945,-0.45186010048559205,1.0988444278004448
79,-0.25863626453293614,-0.4519422929606104,1.098858191109389
80,-0.25858457789254125,-0.4520267322527031,1.0988718334698524
81,-0.2585314586828549,-0.4521134331633553,1.0988853528585396
82,-0.2584768955432348,-0.45220240951753254,1.0988987474913872
83,-0.2584208776578758,-0.45229367415997473,1.0989120158078034
84,-0.25836339475884823,-0.45238723895236554,1.098925156455964
85,-0.2583044371286421,-0.4524831147713662,1.098938168279087
86,-0.2582439956022249,-0.45258131150749725,1.0989510503026207
87,-0.2581820615686199,-0.45268183806485207,1.0989638017222778
88,-0.25811862697201343,-0.4527847023616296,1.098976421892856
89,-0.25805368431239833,-0.4528899113314676,1.0989889103177963
90,-0.2579872266457624,-0.4529974709255628,1.0990012666394147
91,-0.25791924758382956,-0.4531073861155599,1.099013490629772
92,-0.25784974129336263,-0.453219660897194,1.099025582182129
93,-0.2577787024950364,-0.45333429829466865,1.0990375413029456
94,-0.2577061264618892,-0.453451300365754,1.0990493681043905
95,-0.2576320090173629,-0.4535706682075857,1.0990610627973194
96,-0.25755634653293946,-0.4536924019631493,1.0990726256846908
