,0,1,2
0,0.0,0.0,-0.03749870487387136
1,0.0,0.0,-0.034481362189559245
2,-4.5880951309607937e-23,-2.8234431575143344e-23,-0.03171418916306622
3,-2.474967517430484e-07,-4.113574963531156e-07,-0.02914363440749162
4,-1.0196562587172045e-06,-1.7220818292637803e-06,-0.026749901155966142
5,-2.5906889638999428e-06,-4.415617307226511e-06,-0.02452001890507234
6,-5.226619553217466e-06,-8.959636343439996e-06,-0.022442882500898816
7,-9.184658816306783e-06,-1.5806130982733744e-05,-0.02050830313424359
8,-1.471325747886254e-05,-2.5392338737720392e-05,-0.018706797224650268
9,-2.2052225836730062e-05,-3.814133251011323e-05,-0.017029512903955137
10,-3.14328384756471e-05,-5.4462350396869e-05,-0.01546818376058266
11,-4.307792062616666e-05,-7.475098821108485e-05,-0.014015089562828634
12,-5.72019206982021e-05,-9.93893218814121e-05,-0.0126630201992367
13,-7.401097277623984e-05,-0.0001287459921783566,-0.011405242069388049
14,-9.370295174349896e-05,-0.00016317626774541683,-0.01023546668632894
15,-0.00011646752303186876,-0.00020302209497693324,-0.00914782134139904
16,-0.0001424861886151772,-0.0002486121398686561,-0.008136821699255854
17,-0.00017193233062286247,-0.00030026182530388005,-0.007197346198166973
18,-0.0002049712537697788,-0.00035827336634672844,-0.00632461213746186
19,-0.00024176022764204092,-0.00042293580557274896,-0.005514153341102364
20,-0.0002824485297362132,-0.0004945250500917437,-0.004761799293353455
21,-0.0003271774900154954,-0.0005733039116263969,-0.004063655649294296
22,-0.00037608053761932606,-0.0006595221507628701,-0.0034160860293132606
23,-0.0004292832502381716,-0.0007534165262621771,-0.0028156950127521227
24,-0.0004869034065363201,-0.0008552108500933082,-0.0022593122515272464
25,-0.0005490510418641935,-0.0009651160486022848,-0.0017439776299107907
26,-0.0006158285073613013,-0.001083330229986684,-0.0012669274018027215
27,-0.0006873305325472209,-0.0012100387582404252,-0.0008255812418465858
28,-0.0007636442920631613,-0.0013454143347308544,-0.0004175301510709933
29,-0.0008448494784364355,-0.0014896170907093575,-4.052515912283169e-05
30,-0.0009310183821171197,-0.0016427946929773452,0.00030753323574143584
31,-0.0010222159764854486,-0.0018050824586773732,0.0006286049405595368
32,-0.0011185000052372814,-0.001976603474644988,0.0009245194943730162
